priority,delay,speed,congestion,weather,time_of_day,passenger_load,fuel_level,platform_available,distance_to_next,track_condition,historical_punctuality,decision
Freight,25.9,19.8,3,Rainy,Non-Peak,34.3,56.3,True,4.6,Maintenance,86.1,Slow Down
Freight,19.9,53.8,4,Cloudy,Non-Peak,48.0,44.1,False,0.8,Damaged,33.5,Stop
Express,1.2,42.1,5,Foggy,Non-Peak,35.3,12.2,False,6.5,Damaged,81.4,Stop
Freight,7.8,54.4,0,Foggy,Peak,25.0,43.0,False,5.0,Maintenance,45.8,Slow Down
Local,4.4,35.6,1,Cloudy,Non-Peak,36.2,26.2,False,0.7,Good,35.8,Stop
Express,6.4,57.5,2,Stormy,Peak,52.2,21.8,False,13.1,Damaged,75.5,Stop
Freight,1.1,58.8,4,Stormy,Peak,33.1,62.4,True,8.0,Good,78.6,Stop
Freight,27.4,56.4,3,Foggy,Peak,9.9,15.0,False,5.0,Maintenance,63.9,Slow Down
Local,21.7,59.9,6,Cloudy,Peak,56.6,57.4,True,0.5,Good,56.8,Slow Down
Express,21.2,76.4,3,Rainy,Non-Peak,33.8,27.3,False,2.4,Maintenance,71.3,Slow Down
Local,18.9,67.7,3,Stormy,Peak,74.6,41.7,False,0.5,Damaged,68.5,Stop
Express,13.0,46.8,5,Cloudy,Peak,18.5,59.3,False,3.9,Good,86.7,Slow Down
Express,16.6,42.5,3,Stormy,Peak,63.7,94.2,True,0.6,Damaged,34.5,Stop
Local,20.5,65.8,2,Rainy,Non-Peak,62.7,80.7,False,7.3,Damaged,81.9,Stop
Local,0.1,36.4,2,Stormy,Non-Peak,54.0,34.7,True,5.1,Maintenance,86.3,Stop
Freight,44.6,38.0,2,Foggy,Non-Peak,78.7,79.6,True,20.0,Maintenance,67.0,Slow Down
Freight,8.0,50.6,4,Foggy,Non-Peak,56.3,33.1,False,4.0,Maintenance,81.3,Slow Down
Freight,23.0,87.8,3,Cloudy,Non-Peak,73.2,88.3,False,0.9,Good,68.0,Stop
Freight,1.0,71.4,4,Sunny,Non-Peak,67.3,39.1,False,15.5,Damaged,53.1,Stop
Express,10.6,0.0,3,Stormy,Non-Peak,13.4,46.3,True,3.2,Damaged,95.6,Stop
Express,6.9,76.5,1,Rainy,Non-Peak,66.4,30.0,False,1.2,Maintenance,93.4,Slow Down
Express,14.5,22.5,5,Foggy,Non-Peak,59.0,29.5,False,1.0,Maintenance,34.3,Slow Down
Local,0.3,19.0,2,Cloudy,Peak,56.4,45.5,True,2.5,Damaged,58.7,Stop
Local,3.9,47.5,1,Stormy,Non-Peak,52.0,46.8,True,0.5,Good,55.9,Stop
Express,3.4,83.0,3,Rainy,Non-Peak,82.9,31.1,False,3.7,Damaged,93.4,Stop
Local,4.5,67.9,2,Stormy,Peak,77.2,67.9,False,17.0,Damaged,61.5,Stop
Local,4.4,72.3,2,Stormy,Peak,22.7,44.6,False,5.5,Damaged,75.6,Stop
Local,7.5,54.6,1,Stormy,Peak,42.1,14.7,True,6.0,Good,79.9,Stop
Local,17.7,41.3,4,Foggy,Non-Peak,42.6,93.0,False,2.5,Maintenance,65.3,Slow Down
Freight,4.5,66.9,4,Sunny,Non-Peak,69.3,82.8,True,0.8,Damaged,72.7,Stop
Express,8.3,100.5,2,Foggy,Non-Peak,58.2,52.6,True,8.9,Good,72.0,Slow Down
Local,9.9,59.4,2,Foggy,Peak,25.0,28.3,True,3.7,Maintenance,73.7,Slow Down
Express,5.5,44.1,5,Foggy,Non-Peak,31.3,85.2,False,2.7,Damaged,35.7,Stop
Express,1.6,27.2,1,Rainy,Peak,47.2,51.8,False,2.2,Maintenance,73.8,Slow Down
Freight,5.4,55.9,2,Rainy,Peak,29.7,72.1,False,3.2,Maintenance,67.9,Slow Down
Express,7.6,76.3,9,Stormy,Non-Peak,28.0,11.4,False,4.6,Good,82.1,Stop
Local,3.0,59.1,0,Foggy,Non-Peak,88.9,21.2,True,3.3,Good,37.5,Slow Down
Express,20.8,85.3,3,Stormy,Non-Peak,61.0,88.0,False,0.7,Maintenance,55.6,Stop
Express,13.7,50.1,2,Cloudy,Peak,19.6,64.6,False,1.4,Good,77.0,Slow Down
Local,8.2,50.9,3,Stormy,Peak,63.8,36.8,False,14.7,Damaged,89.3,Stop
Freight,6.2,34.2,4,Foggy,Non-Peak,38.2,81.3,True,7.0,Damaged,44.9,Stop
Express,6.6,60.0,2,Cloudy,Peak,27.9,53.5,True,11.8,Damaged,79.7,Stop
Express,0.0,74.5,3,Cloudy,Peak,29.6,85.1,False,5.8,Damaged,90.1,Stop
Local,3.6,53.9,6,Rainy,Peak,75.9,75.6,False,5.0,Maintenance,42.6,Slow Down
Freight,16.5,45.3,1,Stormy,Peak,70.6,48.5,False,2.1,Good,78.5,Stop
Express,12.0,36.2,1,Cloudy,Non-Peak,53.0,57.5,False,1.2,Damaged,86.8,Stop
Local,11.2,62.8,2,Stormy,Peak,23.1,93.3,False,5.9,Damaged,93.9,Stop
Freight,1.4,93.4,7,Sunny,Non-Peak,79.2,13.4,True,5.2,Good,90.1,Stop
Express,26.9,49.3,5,Foggy,Non-Peak,55.9,67.0,True,0.5,Maintenance,59.8,Slow Down
Express,6.6,26.1,2,Cloudy,Non-Peak,49.0,28.7,False,5.7,Damaged,83.4,Stop
Local,7.7,30.5,2,Rainy,Non-Peak,74.3,94.4,True,2.3,Good,72.7,Slow Down
Express,12.1,83.2,3,Rainy,Non-Peak,31.2,46.5,True,3.3,Good,74.0,Slow Down
Express,2.9,58.9,4,Cloudy,Peak,11.3,32.7,True,7.7,Damaged,49.7,Stop
Freight,4.2,44.9,4,Sunny,Non-Peak,52.7,60.9,False,4.1,Good,78.1,Move
Local,18.3,62.4,3,Rainy,Peak,42.3,72.0,False,5.8,Good,57.3,Slow Down
Freight,7.2,58.3,3,Foggy,Peak,59.8,37.5,True,5.3,Maintenance,83.1,Slow Down
Express,1.7,78.4,4,Rainy,Non-Peak,7.7,74.1,True,2.2,Maintenance,67.2,Slow Down
Express,25.4,94.9,4,Stormy,Peak,20.8,22.1,False,3.2,Good,74.0,Stop
Freight,9.3,42.5,3,Stormy,Non-Peak,49.9,80.1,True,12.7,Good,69.9,Stop
Freight,1.7,68.0,4,Cloudy,Peak,43.3,56.4,True,6.3,Good,86.8,Move
Local,5.0,44.4,5,Cloudy,Peak,54.0,58.8,True,5.0,Good,88.0,Slow Down
Express,0.9,12.3,0,Stormy,Non-Peak,24.9,73.3,False,3.4,Maintenance,25.6,Stop
Express,18.1,63.4,3,Rainy,Peak,66.7,11.6,False,12.6,Maintenance,26.0,Stop
Freight,2.0,52.4,5,Cloudy,Peak,17.0,84.0,False,5.8,Good,77.5,Slow Down
Express,0.7,88.9,1,Stormy,Non-Peak,64.6,75.2,False,2.3,Good,55.8,Stop
Freight,0.4,84.1,2,Foggy,Non-Peak,53.8,72.7,True,1.3,Maintenance,68.7,Slow Down
Local,16.3,28.7,4,Foggy,Peak,23.1,52.4,True,4.7,Damaged,73.1,Stop
Local,4.8,48.1,2,Stormy,Non-Peak,53.4,75.0,True,12.9,Maintenance,67.9,Stop
Local,2.6,91.0,2,Foggy,Peak,83.0,15.7,True,0.5,Good,77.3,Slow Down
Express,12.9,41.1,2,Cloudy,Peak,81.8,71.3,True,3.0,Damaged,68.8,Stop
Express,26.3,34.6,1,Rainy,Non-Peak,38.7,30.1,True,3.5,Good,67.8,Slow Down
Local,1.3,24.5,4,Rainy,Non-Peak,40.2,55.6,False,3.9,Damaged,45.0,Stop
Freight,0.4,36.8,2,Rainy,Non-Peak,21.8,59.6,True,3.4,Good,60.3,Slow Down
Local,33.5,56.1,3,Rainy,Peak,26.2,14.7,False,3.9,Good,49.1,Stop
Express,3.5,63.8,2,Sunny,Non-Peak,80.4,88.1,True,0.7,Maintenance,58.5,Slow Down
Freight,9.9,58.4,1,Foggy,Non-Peak,11.2,16.0,False,1.9,Good,57.7,Slow Down
Express,13.9,75.1,5,Foggy,Peak,90.4,27.4,False,20.0,Good,71.4,Slow Down
Local,7.7,61.9,3,Rainy,Non-Peak,94.4,23.2,True,8.6,Damaged,38.7,Stop
Freight,12.2,104.7,3,Cloudy,Peak,6.5,34.7,True,12.6,Good,63.9,Slow Down
Express,0.6,42.3,1,Foggy,Peak,49.7,56.4,True,4.9,Maintenance,60.2,Slow Down
Express,10.2,73.4,0,Sunny,Non-Peak,60.9,38.0,False,3.6,Maintenance,51.9,Slow Down
Local,4.4,98.5,4,Stormy,Peak,25.4,41.2,True,5.9,Maintenance,98.5,Stop
Freight,23.3,69.3,6,Stormy,Non-Peak,56.9,98.7,True,2.1,Maintenance,79.0,Stop
Local,8.5,38.8,3,Cloudy,Non-Peak,67.7,89.4,True,1.1,Maintenance,85.5,Slow Down
Freight,7.6,58.6,4,Cloudy,Peak,72.1,49.9,True,4.3,Good,55.0,Move
Local,5.1,29.0,3,Rainy,Peak,83.5,47.7,True,4.5,Damaged,89.2,Stop
Express,39.1,89.0,3,Sunny,Non-Peak,18.4,38.5,False,2.2,Damaged,47.2,Stop
Express,15.5,80.3,1,Rainy,Peak,12.6,88.3,False,2.5,Good,92.6,Slow Down
Local,11.4,77.4,1,Foggy,Non-Peak,25.9,47.9,False,6.2,Damaged,40.3,Stop
Local,17.8,86.9,2,Cloudy,Non-Peak,80.1,17.8,True,10.9,Maintenance,58.6,Slow Down
Freight,0.9,59.5,1,Foggy,Peak,80.5,95.8,True,20.0,Damaged,47.0,Stop
Freight,28.6,78.4,7,Sunny,Peak,68.4,14.1,True,3.2,Good,59.1,Stop
Express,30.4,20.7,1,Sunny,Peak,2.3,60.5,True,10.7,Maintenance,72.9,Slow Down
Freight,11.2,38.8,5,Sunny,Non-Peak,14.3,27.9,False,1.1,Maintenance,75.7,Slow Down
Express,6.5,64.2,3,Cloudy,Non-Peak,84.4,12.0,False,1.6,Good,30.8,Stop
Freight,1.0,57.4,0,Cloudy,Non-Peak,48.9,98.6,False,17.6,Good,59.8,Move
Local,5.5,94.1,1,Foggy,Non-Peak,82.9,44.4,False,10.9,Good,73.7,Slow Down
Freight,0.7,63.6,3,Foggy,Non-Peak,47.2,80.8,False,0.5,Damaged,55.3,Stop
Express,0.0,38.9,1,Foggy,Non-Peak,61.3,33.0,True,5.4,Maintenance,74.0,Slow Down
Freight,20.0,50.6,2,Sunny,Peak,63.8,46.7,True,0.5,Good,88.3,Slow Down
Freight,19.8,56.9,2,Sunny,Peak,68.7,91.9,False,4.5,Good,69.2,Move
Freight,10.2,42.8,4,Foggy,Non-Peak,82.7,61.0,False,9.0,Damaged,19.6,Stop
Express,30.9,47.5,3,Cloudy,Peak,52.5,61.5,False,1.1,Damaged,71.1,Stop
Express,11.2,66.4,6,Rainy,Peak,56.7,34.6,True,6.8,Good,81.9,Slow Down
Local,16.4,72.6,1,Foggy,Peak,63.5,86.2,True,0.9,Damaged,56.1,Stop
Freight,5.6,70.4,2,Cloudy,Peak,52.8,98.2,True,12.5,Maintenance,42.2,Slow Down
Express,0.4,34.5,1,Sunny,Peak,47.5,23.5,True,17.9,Damaged,81.1,Stop
Express,0.1,85.7,5,Cloudy,Non-Peak,47.8,19.3,True,0.5,Maintenance,52.9,Slow Down
Express,1.2,68.1,1,Stormy,Non-Peak,70.6,12.9,False,4.5,Damaged,54.2,Stop
Freight,7.0,75.8,3,Stormy,Non-Peak,13.2,65.6,False,3.4,Good,96.6,Stop
Local,9.5,31.1,2,Foggy,Peak,42.9,14.7,True,4.1,Maintenance,65.0,Stop
Local,12.7,57.1,0,Cloudy,Non-Peak,26.6,63.6,True,0.8,Damaged,59.9,Stop
Local,1.1,28.5,3,Cloudy,Peak,28.4,82.4,True,2.5,Maintenance,81.7,Slow Down
Express,74.2,97.6,5,Rainy,Non-Peak,46.6,67.9,True,18.0,Good,74.0,Slow Down
Freight,17.5,82.7,1,Rainy,Non-Peak,78.5,25.2,False,0.6,Damaged,47.8,Stop
Express,9.4,94.1,2,Rainy,Non-Peak,90.1,32.4,True,2.6,Good,71.9,Slow Down
Freight,26.9,72.6,6,Rainy,Non-Peak,66.6,38.3,True,8.9,Damaged,70.1,Stop
Local,3.0,85.1,1,Cloudy,Peak,71.4,89.1,True,20.0,Maintenance,75.5,Slow Down
Express,22.2,52.4,4,Foggy,Non-Peak,67.4,19.4,True,1.4,Damaged,75.8,Stop
Express,10.6,43.0,3,Cloudy,Non-Peak,59.5,68.4,True,1.2,Damaged,67.8,Stop
Local,11.8,33.1,4,Stormy,Peak,44.4,88.1,False,3.6,Maintenance,28.9,Stop
Express,3.6,66.5,4,Cloudy,Non-Peak,59.5,29.1,True,1.1,Good,83.2,Slow Down
Local,45.7,56.2,3,Foggy,Non-Peak,55.4,68.4,True,3.0,Maintenance,62.3,Slow Down
Freight,2.3,54.0,4,Sunny,Non-Peak,80.1,83.9,False,7.0,Damaged,49.4,Stop
Express,0.6,59.5,2,Stormy,Non-Peak,44.6,83.1,True,2.3,Damaged,89.3,Stop
Express,28.7,58.6,3,Sunny,Non-Peak,58.7,72.2,True,4.3,Damaged,51.1,Stop
Freight,13.0,76.2,6,Stormy,Non-Peak,60.1,61.3,True,8.2,Damaged,60.8,Stop
Express,12.3,58.4,2,Foggy,Non-Peak,66.9,94.6,False,20.0,Damaged,85.0,Stop
Local,17.0,94.6,9,Foggy,Non-Peak,60.1,19.3,False,11.5,Maintenance,78.5,Slow Down
Express,17.9,88.6,5,Sunny,Peak,33.9,33.4,False,3.8,Good,74.3,Slow Down
Local,7.1,81.5,2,Stormy,Peak,50.4,10.1,False,1.1,Damaged,70.5,Stop
Freight,41.3,49.8,8,Sunny,Non-Peak,45.5,91.6,False,2.7,Damaged,86.6,Stop
Local,4.3,35.8,5,Stormy,Peak,59.6,41.7,True,5.1,Damaged,64.9,Stop
Local,4.7,72.4,0,Sunny,Peak,48.6,58.4,True,6.9,Good,59.7,Move
Freight,0.1,89.2,1,Cloudy,Non-Peak,63.6,20.5,False,4.7,Damaged,85.4,Stop
Local,2.0,48.5,2,Sunny,Non-Peak,79.2,43.7,False,1.8,Maintenance,87.5,Slow Down
Local,3.0,92.6,4,Cloudy,Peak,65.5,23.0,False,12.1,Damaged,67.9,Stop
Local,4.2,67.1,1,Stormy,Peak,63.5,62.5,True,2.2,Damaged,96.4,Stop
Express,7.1,43.6,6,Sunny,Non-Peak,45.8,25.6,True,10.8,Maintenance,74.4,Slow Down
Freight,6.0,40.5,3,Sunny,Non-Peak,17.3,14.0,False,0.9,Maintenance,58.9,Stop
Local,5.6,29.4,4,Foggy,Non-Peak,48.9,62.9,True,6.8,Maintenance,73.8,Slow Down
Freight,11.9,47.2,5,Sunny,Non-Peak,64.6,89.8,False,0.5,Damaged,45.6,Stop
Local,18.6,64.0,3,Foggy,Peak,39.3,85.9,True,1.9,Damaged,94.7,Stop
Local,13.4,73.0,1,Foggy,Non-Peak,50.8,25.3,False,2.9,Good,41.1,Slow Down
Freight,0.4,32.6,5,Sunny,Non-Peak,91.7,35.6,False,0.5,Damaged,69.9,Stop
Local,12.1,22.6,7,Rainy,Non-Peak,69.2,67.9,False,6.1,Good,71.8,Slow Down
Local,7.9,50.8,3,Sunny,Non-Peak,31.0,99.2,False,5.1,Damaged,91.4,Stop
Freight,11.0,72.6,2,Rainy,Non-Peak,81.3,49.5,True,5.3,Maintenance,99.9,Slow Down
Local,24.9,22.0,3,Stormy,Non-Peak,21.8,70.9,False,7.9,Maintenance,48.4,Stop
Freight,22.1,82.2,3,Rainy,Peak,69.5,33.9,False,1.4,Good,82.3,Slow Down
Express,0.8,70.5,4,Rainy,Non-Peak,39.1,73.0,False,5.1,Damaged,74.4,Stop
Local,4.2,76.3,6,Rainy,Non-Peak,67.7,27.1,True,3.9,Good,47.8,Slow Down
Express,29.5,43.3,4,Sunny,Non-Peak,48.8,50.1,False,5.7,Good,83.9,Move
Local,5.8,46.3,3,Foggy,Non-Peak,20.0,35.7,False,4.4,Good,62.5,Slow Down
Freight,9.2,29.4,1,Sunny,Non-Peak,38.6,11.2,True,2.6,Maintenance,90.5,Stop
Express,10.2,44.5,4,Stormy,Peak,31.8,19.4,True,1.8,Damaged,87.5,Stop
Express,14.8,71.6,5,Foggy,Peak,21.5,67.2,False,1.6,Good,76.7,Slow Down
Local,2.5,57.8,3,Rainy,Peak,14.8,96.3,True,5.3,Maintenance,68.6,Slow Down
Local,6.4,70.6,3,Rainy,Peak,52.2,59.1,True,8.9,Maintenance,79.9,Slow Down
Express,15.5,71.1,4,Sunny,Non-Peak,6.9,47.5,False,1.9,Maintenance,36.6,Slow Down
Local,0.1,66.7,2,Cloudy,Peak,72.9,27.9,False,1.4,Good,90.9,Slow Down
Local,3.0,79.8,2,Cloudy,Non-Peak,33.7,88.0,False,2.4,Damaged,73.8,Stop
Freight,2.9,39.5,2,Foggy,Non-Peak,87.9,93.3,False,5.5,Maintenance,60.0,Slow Down
Freight,8.1,58.2,3,Rainy,Non-Peak,14.9,57.1,False,2.4,Good,77.7,Slow Down
Local,14.6,41.5,2,Rainy,Non-Peak,78.1,94.5,True,3.9,Damaged,71.1,Stop
Local,12.7,53.4,5,Rainy,Peak,67.0,29.3,False,2.8,Damaged,68.6,Stop
Freight,8.9,97.8,3,Sunny,Peak,54.4,10.9,False,19.5,Damaged,66.9,Stop
Local,11.1,66.3,2,Cloudy,Peak,73.7,90.9,False,9.9,Maintenance,77.7,Slow Down
Local,35.9,44.6,2,Sunny,Non-Peak,59.4,29.9,False,10.8,Maintenance,69.9,Slow Down
Local,2.6,79.7,6,Stormy,Peak,48.6,99.2,True,6.0,Good,30.2,Stop
Local,20.1,94.7,4,Stormy,Peak,17.1,86.7,False,0.5,Maintenance,65.8,Stop
Local,3.6,66.4,3,Rainy,Peak,54.6,58.7,False,6.0,Good,41.8,Slow Down
Local,24.0,70.1,3,Foggy,Non-Peak,93.8,42.6,True,0.5,Damaged,93.7,Stop
Local,8.3,63.9,4,Stormy,Non-Peak,50.5,82.5,True,0.5,Maintenance,69.6,Stop
Express,3.9,67.9,4,Stormy,Non-Peak,60.1,55.8,False,1.0,Maintenance,57.7,Stop
Express,18.7,29.0,5,Cloudy,Non-Peak,75.9,90.3,True,20.0,Damaged,79.6,Stop
Local,1.2,61.1,1,Cloudy,Non-Peak,25.2,76.3,True,2.2,Damaged,83.7,Stop
Express,23.9,58.1,2,Foggy,Peak,15.6,24.4,True,1.4,Damaged,21.5,Stop
Express,8.1,37.8,0,Cloudy,Non-Peak,62.3,90.8,True,4.9,Damaged,73.0,Stop
Express,11.0,73.8,1,Rainy,Peak,71.4,17.8,True,1.0,Good,29.7,Slow Down
Local,10.6,57.9,3,Stormy,Peak,71.8,30.5,False,18.9,Good,68.4,Stop
Express,11.4,75.3,5,Stormy,Non-Peak,78.4,24.1,False,0.6,Maintenance,42.7,Stop
Local,20.4,40.4,4,Stormy,Peak,94.5,51.2,False,6.9,Good,71.9,Stop
Express,0.8,103.0,3,Foggy,Non-Peak,52.5,13.9,True,0.7,Damaged,80.8,Stop
Freight,27.9,49.6,4,Foggy,Non-Peak,89.4,47.2,True,2.1,Good,63.5,Slow Down
Freight,14.9,61.5,7,Stormy,Peak,55.0,47.9,True,0.5,Maintenance,49.3,Stop
Local,0.3,71.5,4,Sunny,Non-Peak,15.6,29.6,False,3.7,Good,87.6,Move
Local,0.7,78.1,1,Foggy,Peak,19.3,47.1,True,0.6,Damaged,57.5,Stop
Express,2.3,46.1,4,Foggy,Peak,64.3,34.1,True,4.9,Good,45.1,Slow Down
Local,13.0,71.0,3,Sunny,Peak,55.2,73.8,False,8.4,Maintenance,56.1,Slow Down
Freight,2.8,62.5,1,Sunny,Non-Peak,34.8,73.4,True,1.7,Good,69.2,Slow Down
Express,3.0,51.3,2,Cloudy,Non-Peak,48.8,72.6,True,4.5,Damaged,99.3,Stop
Express,18.3,48.3,1,Foggy,Peak,37.0,45.3,True,5.2,Damaged,86.6,Stop
Freight,7.7,110.3,4,Cloudy,Peak,63.5,28.7,False,10.1,Damaged,28.8,Stop
Express,19.5,37.5,8,Cloudy,Peak,58.6,82.5,False,15.2,Good,22.5,Slow Down
Local,20.8,59.6,4,Sunny,Peak,59.4,40.5,False,7.0,Maintenance,55.5,Slow Down
Express,19.8,3.1,3,Foggy,Peak,22.0,65.3,True,3.9,Good,66.2,Slow Down
Freight,12.7,65.4,3,Rainy,Peak,72.2,48.5,False,1.6,Maintenance,83.0,Slow Down
Local,28.1,86.8,4,Cloudy,Non-Peak,45.1,67.2,False,1.3,Good,73.5,Slow Down
Local,1.7,50.4,4,Cloudy,Peak,16.7,40.4,False,13.8,Good,78.9,Move
Freight,0.8,31.5,3,Rainy,Peak,68.0,71.3,False,1.4,Good,51.3,Slow Down
Freight,13.6,27.5,5,Sunny,Non-Peak,41.5,38.0,True,5.2,Maintenance,81.8,Slow Down
Local,9.2,71.5,8,Cloudy,Peak,77.0,64.3,True,1.7,Damaged,83.0,Stop
Local,12.7,81.3,0,Foggy,Non-Peak,27.1,59.7,True,0.9,Maintenance,58.7,Slow Down
Freight,6.9,20.3,2,Rainy,Non-Peak,60.8,21.7,True,6.0,Maintenance,97.5,Slow Down
Local,0.7,66.0,4,Stormy,Non-Peak,65.7,52.5,False,0.9,Maintenance,43.7,Stop
Express,3.2,66.7,1,Stormy,Peak,38.2,34.3,False,10.1,Good,82.9,Stop
Freight,0.0,25.6,3,Cloudy,Non-Peak,48.5,92.4,False,1.0,Maintenance,66.4,Stop
Freight,0.4,34.9,4,Foggy,Peak,45.3,26.1,True,1.0,Good,48.2,Slow Down
Express,18.2,49.8,3,Foggy,Peak,59.2,73.3,False,3.8,Damaged,78.8,Stop
Express,9.1,66.3,0,Cloudy,Peak,17.1,36.6,True,1.9,Maintenance,61.0,Slow Down
Freight,5.0,48.1,3,Rainy,Non-Peak,66.1,29.2,True,4.5,Damaged,97.1,Stop
Freight,3.6,29.7,2,Cloudy,Peak,63.9,55.6,False,9.5,Damaged,35.3,Stop
Local,7.0,44.7,4,Sunny,Peak,91.2,76.7,True,5.3,Maintenance,97.8,Slow Down
Express,1.5,77.0,7,Rainy,Non-Peak,47.0,45.9,True,3.9,Damaged,80.5,Stop
Express,13.9,35.2,1,Stormy,Peak,63.4,90.5,True,7.0,Good,60.1,Stop
Freight,4.3,51.6,2,Rainy,Peak,28.9,54.2,False,0.6,Good,76.2,Stop
Express,11.3,55.2,1,Foggy,Peak,35.4,28.1,False,1.8,Good,23.6,Slow Down
Freight,2.7,44.8,1,Stormy,Peak,49.2,29.3,True,4.3,Good,64.9,Stop
Local,6.6,63.3,6,Rainy,Non-Peak,74.0,96.4,False,4.5,Damaged,72.5,Stop
Local,0.6,43.7,2,Foggy,Peak,81.7,60.0,False,2.2,Maintenance,92.7,Slow Down
Local,29.6,79.5,4,Sunny,Non-Peak,88.4,18.6,False,6.0,Maintenance,65.2,Slow Down
Freight,13.1,47.4,3,Rainy,Non-Peak,77.3,35.1,False,1.9,Damaged,74.5,Stop
Express,35.2,52.5,3,Stormy,Peak,62.0,68.2,False,2.0,Good,66.9,Stop
Local,14.2,61.1,4,Rainy,Peak,63.0,57.2,True,8.6,Good,64.5,Slow Down
Express,0.9,52.0,1,Stormy,Peak,27.6,98.0,True,12.4,Damaged,47.0,Stop
Freight,5.8,54.6,5,Rainy,Non-Peak,88.9,49.1,False,5.1,Maintenance,71.2,Slow Down
Local,4.2,51.5,2,Foggy,Non-Peak,64.8,75.5,False,7.0,Good,67.3,Slow Down
Express,1.3,61.5,2,Stormy,Peak,49.3,85.6,True,5.0,Damaged,76.2,Stop
Freight,13.2,95.6,1,Rainy,Peak,80.4,84.3,True,0.9,Maintenance,61.0,Slow Down
Freight,10.0,56.1,1,Sunny,Peak,64.8,78.7,True,1.5,Good,23.9,Slow Down
Freight,1.0,33.3,3,Rainy,Peak,46.6,21.6,True,11.0,Good,62.3,Slow Down
Freight,21.4,50.4,4,Cloudy,Non-Peak,77.3,59.1,False,0.7,Damaged,75.9,Stop
Express,21.0,70.7,3,Stormy,Peak,16.1,48.0,True,7.9,Good,80.7,Stop
Local,33.2,57.5,3,Foggy,Peak,37.8,62.8,True,0.5,Good,81.5,Slow Down
Freight,0.8,16.6,3,Foggy,Peak,71.8,51.3,False,3.4,Maintenance,57.4,Slow Down
Express,17.1,78.3,2,Sunny,Non-Peak,52.9,79.9,False,3.5,Good,65.5,Move
Freight,7.5,56.4,2,Cloudy,Peak,72.1,70.5,True,3.7,Good,80.1,Move
Local,10.3,79.8,4,Rainy,Non-Peak,58.6,98.5,False,3.4,Good,51.4,Slow Down
Freight,4.2,85.0,6,Sunny,Peak,26.1,48.9,False,0.5,Damaged,84.5,Stop
Express,8.9,84.8,2,Rainy,Non-Peak,59.5,80.4,True,4.7,Good,40.1,Slow Down
Local,4.9,89.5,1,Sunny,Non-Peak,79.5,45.0,True,7.6,Damaged,63.8,Stop
Local,12.0,81.9,2,Rainy,Non-Peak,70.3,61.2,False,0.5,Good,91.7,Stop
Express,15.2,72.8,3,Sunny,Peak,37.5,47.8,True,0.5,Maintenance,47.3,Slow Down
Express,1.9,41.0,6,Cloudy,Peak,49.5,66.7,False,0.5,Damaged,79.8,Stop
Express,1.6,37.0,4,Rainy,Peak,91.9,63.7,True,1.5,Good,40.8,Slow Down
Local,8.0,22.9,2,Stormy,Non-Peak,83.7,73.0,False,0.9,Damaged,76.9,Stop
Local,13.0,45.3,1,Stormy,Non-Peak,59.6,53.0,True,5.6,Damaged,54.4,Stop
Freight,10.4,46.6,2,Cloudy,Non-Peak,68.9,59.9,False,0.5,Damaged,20.7,Stop
Freight,0.4,60.5,3,Stormy,Peak,57.5,23.8,False,0.5,Damaged,61.3,Stop
Freight,6.4,35.4,1,Rainy,Peak,80.7,46.9,False,7.0,Damaged,86.5,Stop
Local,24.7,51.7,4,Rainy,Non-Peak,73.5,11.1,False,0.6,Good,84.1,Stop
Freight,1.5,38.1,0,Sunny,Non-Peak,92.3,54.5,False,0.5,Good,66.5,Stop
Express,5.1,78.7,4,Stormy,Non-Peak,75.8,70.1,True,6.3,Maintenance,85.8,Stop
Express,6.9,75.2,3,Foggy,Peak,74.1,66.3,False,0.5,Maintenance,51.5,Stop
Freight,0.0,71.6,3,Stormy,Non-Peak,27.5,64.8,False,5.8,Maintenance,53.0,Stop
Freight,0.5,55.2,3,Foggy,Non-Peak,58.2,91.2,False,3.1,Damaged,56.9,Stop
Freight,4.5,75.7,4,Rainy,Peak,25.5,94.4,True,5.9,Good,77.3,Slow Down
Local,15.0,46.6,3,Rainy,Peak,23.9,17.8,False,13.0,Maintenance,67.5,Slow Down
Local,8.1,55.0,3,Stormy,Non-Peak,76.7,46.3,False,2.7,Good,57.6,Stop
Freight,7.8,51.0,4,Rainy,Non-Peak,37.3,49.6,True,1.0,Damaged,61.9,Stop
Local,0.4,40.3,8,Stormy,Non-Peak,17.6,42.4,False,2.1,Good,40.8,Stop
Express,5.2,46.9,6,Rainy,Non-Peak,17.0,78.9,True,0.5,Damaged,85.2,Stop
Freight,36.3,100.1,1,Cloudy,Non-Peak,58.6,77.1,True,1.2,Maintenance,73.5,Slow Down
Express,8.4,69.6,2,Rainy,Non-Peak,60.5,55.3,True,4.6,Maintenance,83.3,Slow Down
Local,16.5,77.4,4,Cloudy,Peak,10.1,64.2,False,0.5,Damaged,80.8,Stop
Express,9.2,66.9,4,Rainy,Non-Peak,66.2,82.2,False,7.0,Maintenance,77.0,Slow Down
Express,4.3,66.8,2,Rainy,Non-Peak,56.6,96.6,False,0.5,Damaged,77.4,Stop
Local,6.9,60.0,5,Cloudy,Peak,86.3,91.1,True,3.9,Good,87.1,Slow Down
Express,1.0,29.2,5,Sunny,Peak,82.3,52.8,True,1.8,Maintenance,83.5,Slow Down
